                         Chocolate Doom 3.1.0
Z_Init: Init zone memory allocation daemon. 
zone memory: 0x71b16324a010, 2000000 allocated for zone
Using /home/joseacontreras/.local/share/chocolate-doom/ for configuration and saves
V_Init: allocate screens.
M_LoadDefaults: Load system defaults.
saving config in /home/joseacontreras/.local/share/chocolate-doom/default.cfg
W_Init: Init WADfiles.
 adding /home/joseacontreras/DOOM.WAD
BFG Edition: Using workarounds as needed.
===========================================================================
                           The Ultimate DOOM
===========================================================================
 Chocolate Doom is free software, covered by the GNU General Public
 License.  There is NO warranty; not even for MERCHANTABILITY or FITNESS
 FOR A PARTICULAR PURPOSE. You are welcome to change and distribute
 copies under certain conditions. See the source for more information.
===========================================================================
I_Init: Setting up machine state.
OPL_Init: Using driver 'SDL'.
NET_Init: Init network subsystem.
M_Init: Init miscellaneous info.
R_Init: Init DOOM refresh daemon - ..........................
P_Init: Init Playloop state.
S_Init: Setting up sound.
I_SDL_PrecacheSounds: Precaching all sound effects.....................
D_CheckNetGame: Checking network game status.
startskill 2  deathmatch: 0  startmap: 1  startepisode: 1
player 1 of 1 (1 nodes)
Emulating the behavior of the 'Ultimate Doom' executable.
HU_Init: Setting up heads up display.
ST_Init: Init status bar.
When: 2025-11-04 21:10:50 Episode: 1 Map: 5
timestamp	 tic	 x	 y	 z	 angle	 momx	 momy
2025-11-04 21:14:32	 7803	 -1902	1123	120	 198.28	 -2	-1 	0
2025-11-04 21:14:33	 7838	 -1890	1125	120	 185.98	 0	0 	0
2025-11-04 21:14:34	 7884	 -1888	1119	120	 210.59	 -4	-3 	0
2025-11-04 21:14:35	 7920	 -1917	1101	120	 243.98	 1	2 	0
2025-11-04 21:14:36	 7955	 -1878	1128	120	 259.80	 -1	-4 	0
2025-11-04 21:14:37	 7990	 -1878	976	120	 270.35	 0	0 	0
2025-11-04 21:14:40	 8071	 -1887	1110	120	 145.90	 -1	2 	0
2025-11-04 21:14:41	 8115	 -1892	1103	120	 272.46	 0	-6 	0
2025-11-04 21:14:42	 8165	 -1885	975	132	 272.46	 0	-2 	0
2025-11-04 21:14:43	 8200	 -1899	928	120	 168.75	 -1	0 	10
2025-11-04 21:14:47	 8331	 -1769	943	232	 47.46	 6	3 	0
2025-11-04 21:14:48	 8366	 -1593	1044	248	 333.63	 1	0 	0
2025-11-04 21:14:49	 8401	 -1422	990	248	 19.34	 3	-1 	0
2025-11-04 21:14:50	 8436	 -1387	981	248	 142.38	 0	-1 	0
2025-11-04 21:14:51	 8473	 -1544	997	248	 174.02	 -8	0 	0
2025-11-04 21:14:52	 8508	 -1703	1011	248	 247.85	 -1	0 	0
2025-11-04 21:14:53	 8543	 -1717	985	248	 261.91	 -2	-6 	0
2025-11-04 21:14:54	 8578	 -1743	719	168	 288.28	 -1	-10 	0
2025-11-04 21:14:55	 8613	 -1733	407	72	 328.71	 -1	0 	0
2025-11-04 21:14:56	 8648	 -1757	429	72	 82.97	 0	3 	0
2025-11-04 21:14:57	 8683	 -1786	662	152	 91.76	 -1	8 	0
2025-11-04 21:14:58	 8718	 -1751	945	248	 60.12	 3	7 	0
2025-11-04 21:14:59	 8753	 -1664	1079	248	 333.98	 0	0 	0
2025-11-04 21:15:00	 8788	 -1488	1007	248	 346.29	 7	-3 	0
2025-11-04 21:15:01	 8823	 -1257	1039	248	 100.55	 2	1 	0
2025-11-04 21:15:02	 8858	 -1359	1160	248	 163.83	 -7	3 	0
2025-11-04 21:15:03	 8893	 -1537	1349	248	 74.18	 -1	7 	0
2025-11-04 21:15:04	 8928	 -1523	1626	228	 98.79	 -1	8 	11
2025-11-04 21:15:05	 8963	 -1512	1584	76	 98.79	 0	0 	11
2025-11-04 21:15:07	 9041	 -1513	1584	0	 88.24	 -1	0 	11
2025-11-04 21:15:10	 9116	 -1501	1584	112	 95.27	 0	0 	11
2025-11-04 21:15:11	 9172	 -1584	1631	248	 95.27	 0	1 	11
2025-11-04 21:15:12	 9207	 -1571	1495	248	 95.27	 0	-7 	0
2025-11-04 21:15:13	 9242	 -1556	1473	248	 88.24	 0	6 	0
2025-11-04 21:15:14	 9277	 -1550	1647	18	 88.24	 0	0 	11
2025-11-04 21:15:15	 9321	 -1558	1584	0	 67.15	 -1	0 	11
2025-11-04 21:15:17	 9371	 -1575	1584	52	 86.48	 -1	0 	11
2025-11-04 21:15:19	 9452	 -1558	1538	248	 295.31	 2	-6 	0
2025-11-04 21:15:20	 9487	 -1489	1419	248	 46.05	 0	-1 	0
2025-11-04 21:15:21	 9522	 -1489	1518	248	 104.06	 0	3 	0
2025-11-04 21:15:22	 9557	 -1509	1566	248	 104.06	 -2	5 	0
2025-11-04 21:15:23	 9592	 -1530	1543	248	 104.06	 0	-4 	0
2025-11-04 21:15:24	 9627	 -1486	1359	248	 91.76	 0	-2 	0
2025-11-04 21:15:25	 9662	 -1481	1339	248	 95.27	 0	-1 	0
2025-11-04 21:15:27	 9728	 -1481	1323	248	 93.52	 -1	-1 	0
2025-11-04 21:15:28	 9765	 -1488	1327	248	 93.52	 -1	1 	0
2025-11-04 21:15:29	 9800	 -1499	1462	248	 93.52	 -1	7 	0
2025-11-04 21:15:30	 9835	 -1516	1647	39	 93.52	 -1	0 	11
2025-11-04 21:15:31	 9870	 -1492	1584	64	 97.03	 0	0 	11
2025-11-04 21:15:33	 9931	 -1490	1493	248	 90.00	 0	-8 	0
2025-11-04 21:15:34	 9966	 -1490	1577	248	 93.52	 -1	7 	11
2025-11-04 21:15:35	 10003	 -1525	1676	0	 142.73	 -5	3 	0
2025-11-04 21:15:36	 10038	 -1684	1801	0	 107.58	 -5	5 	0
2025-11-04 21:15:37	 10073	 -1670	2009	0	 21.45	 5	5 	0
2025-11-04 21:15:38	 10108	 -1438	2026	0	 277.73	 4	-6 	0
2025-11-04 21:15:39	 10143	 -1513	1837	0	 154.69	 -8	-1 	0
2025-11-04 21:15:40	 10178	 -1629	2003	0	 31.64	 3	6 	0
2025-11-04 21:15:41	 10213	 -1542	2095	0	 35.16	 0	0 	0
2025-11-04 21:15:42	 10248	 -1429	2079	0	 29.88	 7	0 	0
2025-11-04 21:15:43	 10283	 -1359	2229	0	 152.93	 -5	5 	0
2025-11-04 21:15:44	 10318	 -1502	2286	0	 179.30	 -8	0 	0
2025-11-04 21:15:45	 10353	 -1743	2234	0	 270.70	 -4	-5 	0
2025-11-04 21:15:46	 10388	 -1744	2198	0	 33.75	 0	-1 	0
2025-11-04 21:15:47	 10424	 -1654	2287	0	 3.87	 4	0 	0
2025-11-04 21:15:48	 10459	 -1413	2285	0	 351.56	 7	-1 	0
2025-11-04 21:15:49	 10494	 -1134	2215	-32	 335.74	 7	-5 	0
2025-11-04 21:15:50	 10529	 -877	2149	-98	 44.30	 2	3 	0
2025-11-04 21:15:51	 10564	 -712	2325	-144	 346.29	 7	3 	0
2025-11-04 21:15:52	 10599	 -677	2344	-144	 355.08	 4	-1 	0
2025-11-04 21:15:53	 10634	 -673	2320	-144	 17.93	 -3	0 	0
2025-11-04 21:15:54	 10669	 -789	2281	-128	 23.20	 -6	-3 	0
2025-11-04 21:15:55	 10704	 -838	2270	-112	 16.17	 2	0 	0
2025-11-04 21:15:56	 10739	 -772	2291	-128	 16.17	 3	0 	0
2025-11-04 21:15:57	 10774	 -696	2313	-144	 12.66	 0	0 	0
2025-11-04 21:15:58	 10810	 -673	2319	-144	 346.29	 1	0 	0
2025-11-04 21:16:00	 10869	 -626	2337	-144	 7.38	 1	0 	0
2025-11-04 21:16:01	 10904	 -531	2444	-144	 61.88	 2	6 	0
2025-11-04 21:16:02	 10939	 -428	2475	-144	 328.71	 6	-2 	0
2025-11-04 21:16:03	 10974	 -337	2397	-144	 230.27	 -3	-5 	0
2025-11-04 21:16:04	 11009	 -524	2240	-144	 154.69	 -8	-1 	0
2025-11-04 21:16:05	 11044	 -584	2374	-144	 31.64	 4	5 	0
2025-11-04 21:16:06	 11079	 -383	2402	-144	 331.88	 2	-2 	0
2025-11-04 21:16:07	 11114	 -331	2389	-144	 293.20	 0	-1 	0
2025-11-04 21:16:08	 11149	 -341	2295	-144	 333.63	 0	-3 	0
2025-11-04 21:16:09	 11184	 -496	2271	-144	 14.06	 -6	-1 	0
2025-11-04 21:16:10	 11219	 -374	2326	-144	 5.27	 7	1 	13
2025-11-04 21:16:21	 11557	 -1473	-3344	64	 90.00	 -1	1 	0
2025-11-04 21:16:22	 11592	 -1430	-3236	64	 23.20	 5	3 	0
2025-11-04 21:16:23	 11627	 -1372	-3217	64	 260.16	 0	0 	0
2025-11-04 21:16:24	 11663	 -1463	-3314	64	 214.45	 -6	-5 	0
2025-11-04 21:16:25	 11698	 -1648	-3329	64	 98.44	 -1	1 	0
2025-11-04 21:16:26	 11733	 -1565	-3217	64	 22.85	 5	0 	0
2025-11-04 21:16:27	 11768	 -1504	-3264	64	 86.13	 0	1 	0
2025-11-04 21:16:28	 11803	 -1516	-3230	64	 130.08	 -4	3 	0
2025-11-04 21:16:29	 11838	 -1639	-3103	64	 175.78	 -7	1 	0
2025-11-04 21:16:30	 11873	 -1850	-2975	64	 105.47	 -3	3 	0
2025-11-04 21:16:31	 11908	 -1923	-3025	64	 43.95	 -3	-4 	0
2025-11-04 21:16:32	 11943	 -1916	-3030	64	 50.98	 0	0 	0
2025-11-04 21:16:34	 11983	 -1918	-2985	64	 87.89	 -1	0 	0
2025-11-04 21:16:35	 12018	 -1914	-2775	64	 107.23	 -1	7 	0
2025-11-04 21:16:36	 12053	 -1826	-2544	64	 358.24	 7	2 	0
2025-11-04 21:16:37	 12088	 -1662	-2498	64	 101.95	 -1	0 	0
2025-11-04 21:16:38	 12148	 -1827	-2617	64	 242.58	 -6	-6 	0
2025-11-04 21:16:39	 12183	 -1886	-2874	64	 298.83	 2	-8 	0
2025-11-04 21:16:40	 12218	 -1755	-3057	64	 0.35	 6	-2 	0
2025-11-04 21:16:41	 12253	 -1410	-3057	64	 3.87	 15	0 	0
2025-11-04 21:16:42	 12288	 -1307	-3025	64	 355.08	 2	0 	0
2025-11-04 21:16:43	 12323	 -1214	-3091	64	 21.45	 7	-1 	0
